date,interest,keyword,geo
2025-06-08,3,GTA VI,worldwide
2025-06-15,2,GTA VI,worldwide
2025-06-22,3,GTA VI,worldwide
2025-06-29,7,GTA VI,worldwide
2025-07-06,4,GTA VI,worldwide
2025-07-13,3,GTA VI,worldwide
2025-07-20,3,GTA VI,worldwide
2025-07-27,7,GTA VI,worldwide
2025-08-03,3,GTA VI,worldwide
2025-08-10,3,GTA VI,worldwide
2025-08-17,2,GTA VI,worldwide
2025-08-24,2,GTA VI,worldwide
2025-08-31,3,GTA VI,worldwide
2025-09-07,4,GTA VI,worldwide
2025-09-14,4,GTA VI,worldwide
2025-09-21,1,GTA VI,worldwide
2025-09-28,3,GTA VI,worldwide
2025-10-05,3,GTA VI,worldwide
2025-10-12,3,GTA VI,worldwide
2025-10-19,3,GTA VI,worldwide
2025-10-26,6,GTA VI,worldwide
2025-11-02,13,GTA VI,worldwide
2025-11-09,5,GTA VI,worldwide
2025-11-16,4,GTA VI,worldwide
2025-11-23,3,GTA VI,worldwide
2025-11-30,3,GTA VI,worldwide
2025-12-07,3,GTA VI,worldwide
2025-12-14,3,GTA VI,worldwide
2025-12-21,6,GTA VI,worldwide
2025-12-28,9,GTA VI,worldwide
2026-01-04,46,GTA VI,worldwide
2026-01-11,6,GTA VI,worldwide
2026-01-18,5,GTA VI,worldwide
2026-01-25,5,GTA VI,worldwide
2026-02-01,26,GTA VI,worldwide
2026-02-08,6,GTA VI,worldwide
2026-02-15,5,GTA VI,worldwide
2026-02-22,18,GTA VI,worldwide
2026-03-01,6,GTA VI,worldwide
2026-03-08,4,GTA VI,worldwide
2026-03-15,6,GTA VI,worldwide
2026-03-22,5,GTA VI,worldwide
2026-03-29,6,GTA VI,worldwide
2026-04-05,7,GTA VI,worldwide
2026-04-12,5,GTA VI,worldwide
2026-04-19,3,GTA VI,worldwide
2026-04-26,11,GTA VI,worldwide
2026-05-03,15,GTA VI,worldwide
2026-05-10,11,GTA VI,worldwide
2026-05-17,19,GTA VI,worldwide
2026-05-24,14,GTA VI,worldwide
2026-05-31,7,GTA VI,worldwide
2026-06-07,7,GTA VI,worldwide
2026-06-14,25,GTA VI,worldwide
2026-06-21,100,GTA VI,worldwide
2026-06-28,32,GTA VI,worldwide
2026-07-05,13,GTA VI,worldwide
2026-07-12,13,GTA VI,worldwide
2026-07-19,10,GTA VI,worldwide
2026-07-26,14,GTA VI,worldwide
2026-08-02,25,GTA VI,worldwide
2026-08-09,13,GTA VI,worldwide
2026-08-16,42,GTA VI,worldwide
2026-08-23,93,GTA VI,worldwide
2026-08-30,50,GTA VI,worldwide
2026-09-06,28,GTA VI,worldwide
